PROVIDER_NUMBER,PROGRAM_NAME,PROGRAM_UMBRELLA,PROGRAM_STREET_ADDRESS1,PROGRAM_STREET_ADDRESS2,PROGRAM_CITY,PROGRAM_ZIPCODE,PROGRAM_PHONE,LICENSING_REGION,SUBSIDY_REGION,PROGRAM_TYPE,LICENSED_FUNDED,LICENSED_PROVIDER_STATUS,FUNDED_PROVIDER_STATUS,REGULATORY_STATUS,FIRST_ISSUED_DATE,LICENSED_CAPACITY,INFANT_BIRTH15MO,INFANTTODDLER_BIRTH33MO,TODDLER_15MO33MO,TODDLERPRESCHOOL_15MOK,PRESCHOOL_33MOK,PRESCHOOLSA_33MO8YR,KINDERGARTEN,KINDERGARTEN_SCHOOLAGE,SCHOOLAGE_5YR14YR,MULTIAGEGROUP_BIRTH14YR,VOUCHER_CONTRACT,C3_ATTESTATION,COI_CAT,SNAPSHOT_DATE,FULL_ADDRESS,Latitude,Longitude
P-178818,"Edwards, Kim",,10 SENDERS COURT,,Hyde Park,02136,(617) 752-2741,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2022-05-16,8,,,,,,,,,,,false,,Low,2026-03-03,"10 SENDERS COURT, Hyde Park, MA 02136",42.250714825692,-71.14282134559
P-178848,"Mata, Maria",,7 ARMSTRONG STREET # 1,,Jamaica Plain,02130,(617) 224-7295,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Inactive,2005-05-26,10,,,,,,,,,,,true,,Low,2026-03-03,"7 ARMSTRONG STREET # 1, Jamaica Plain, MA 02130",42.321383317759,-71.103032034772
P-178903,"Pena, Sandra",,34 Seminole St,,Hyde Park,02136,(617) 712-8060,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2005-03-09,10,,,,,,,,,,,true,,Low,2026-03-03,"34 Seminole St, Hyde Park, MA 02136",42.272353171043,-71.108725948346
P-178963,"Jimenez, Joselyn",,778 MORTON STREET # 1,,Mattapan,02126,(857) 237-3068,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2005-07-21,10,,,,,,,,,,,true,,Very Low,2026-03-03,"778 MORTON STREET # 1, Mattapan, MA 02126",42.282905111783,-71.088753723952
P-178990,"Hernandez, Silvia",,28 LEXINGTON STREET,,East Boston,02128,(617) 259-8291,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2005-08-25,10,,,,,,,,,,,true,,Very Low,2026-03-03,"28 LEXINGTON STREET, East Boston, MA 02128",42.377371867005,-71.03863478687
P-178994,"Charlemagne-Epiphane, Sabina",,97 WEST SELDEN ST,#1,Mattapan,02126,(617) 270-3131,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2005-08-04,10,,,,,,,,,,,true,,Very Low,2026-03-03,"97 WEST SELDEN ST, Mattapan, MA 02126",42.277611262421,-71.085794377618
P-179008,"Edwards, Medlor Pauline",,304 WASHINGTON STREET,,Dorchester,02121,(617) 822-9975,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2005-10-21,10,,,,,,,,,,,true,,Very Low,2026-03-03,"304 WASHINGTON STREET, Dorchester, MA 02121",42.300538902322,-71.075128758288
P-179025,"Gillings, Terri Ann",,397 SEAVER STREET,,Dorchester,02121,(617) 825-0206,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2005-09-30,10,,,,,,,,,,,true,,Very Low,2026-03-03,"397 SEAVER STREET, Dorchester, MA 02121",42.303747307805,-71.081876554781
P-179040,"Morales, Alexsandra",,589 METROPOLITAN AVE # 2,,Hyde Park,02136,(617) 594-7812,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2005-10-11,8,,,,,,,,,,,true,,Low,2026-03-03,"589 METROPOLITAN AVE # 2, Hyde Park, MA 02136",42.266036712128,-71.118284042096
P-179045,"Flores, Melania",,28 DANFORTH STREET,,Jamaica Plain,02130,(857) 249-7624,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2005-10-11,10,,,,,,,,,,,true,,Low,2026-03-03,"28 DANFORTH STREET, Jamaica Plain, MA 02130",42.318001918597,-71.104873654821
P-179103,"Pizarro, Lilliana",,30 Magnolia Street,Apt 10,Dorchester,02125,(857) 236-4113,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2005-09-06,2,,,,,,,,,,,true,,Very Low,2026-03-03,"30 Magnolia Street, Dorchester, MA 02125",42.317855791313,-71.070120089901
P-179149,"Garcia, Carmen",,157 West Broadway,,South Boston,02127,(617) 596-2948,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2005-11-10,10,,,,,,,,,,,true,,Very Low,2026-03-03,"157 West Broadway, South Boston, MA 02127",42.340539291841,-71.05364623039
P-179254,"Valdez, Altagracia",,7 Skyline Road,,Hyde Park,02136,(617) 276-3446,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2006-04-27,10,,,,,,,,,,,false,,Low,2026-03-03,"7 Skyline Road, Hyde Park, MA 02136",42.246894647955,-71.114112936856
P-179274,"Hall, Esmeralda",,70 W WALNUT PARK # 2,,Roxbury,02119,(617) 820-2351,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-05-19,10,,,,,,,,,,,true,,Very Low,2026-03-03,"70 W WALNUT PARK # 2, Roxbury, MA 02119",42.318046742961,-71.09999048026
P-179331,"Gonzalez, Ana",,40 LINSKY BARRY COURT # 6031,,South Boston,02127,(617) 268-4088,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-03-31,6,,,,,,,,,,,true,,Very Low,2026-03-03,"40 LINSKY BARRY COURT # 6031, South Boston, MA 02127",42.3376324363,-71.05372684074
P-179343,"White, Claudette",,255 PARK STREET # 2,,Dorchester,02124,(617) 282-0775,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-02-24,10,,,,,,,,,,,true,,Low,2026-03-03,"255 PARK STREET # 2, Dorchester, MA 02124",42.297512703034,-71.064763913396
P-179348,"Estevez, Maria",,618 BEECH STREET,,Roslindale,02131,(617) 216-5262,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-06-28,10,,,,,,,,,,,true,,Low,2026-03-03,"618 BEECH STREET, Roslindale, MA 02131",42.272551204491,-71.127922229591
P-179355,"Ruiz, Ibelisse",,23 Oakwood Street,,Hyde Park,02136,(617) 447-8480,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-04-27,6,,,,,,,,,,,true,,Low,2026-03-03,"23 Oakwood Street, Hyde Park, MA 02136",42.268005543738,-71.109092180536
P-179404,"Tutein, Elaine",,15 FAIRVIEW ST # 1,,Roslindale,02131-1611,(617) 413-0635,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-08-21,10,,,,,,,,,,,false,,Moderate,2026-03-03,"15 FAIRVIEW ST # 1, Roslindale, MA 02131-1611",42.289076950473,-71.130309913137
P-179411,"Vancol, Rose Marie",,114 FULLER STREET # 1,,Dorchester,02124,(617) 833-1067,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-07-10,10,,,,,,,,,,,true,,Very Low,2026-03-03,"114 FULLER STREET # 1, Dorchester, MA 02124",42.282057708016,-71.070932508069
P-179423,"Senices, Teresa",,144 WESTVILLE STREET # 1,,Dorchester,02122,(617) 265-7755,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Inactive,2006-07-10,8,,,,,,,,,,,false,,Very Low,2026-03-03,"144 WESTVILLE STREET # 1, Dorchester, MA 02122",42.301185476937,-71.066895653487
P-179425,"Cepeda, Santa",,42A ERIE ST,,Dorchester,02121,(617) 407-8370,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2010-11-03,10,,,,,,,,,,,true,,Very Low,2026-03-03,"42A ERIE ST, Dorchester, MA 02121",42.302523805585,-71.080087237278
P-179427,"Guerrero, Arelis",,6 MACDONALD ST,,Hyde Park,02136-1316,(617) 364-7494,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-08-01,8,,,,,,,,,,,true,,Low,2026-03-03,"6 MACDONALD ST, Hyde Park, MA 02136-1316",42.269465087811,-71.129753660176
P-179458,"De Jesus, Yomaly",,285 WEST STREET,,Hyde Park,02136,(617) 361-6803,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-08-24,10,,,,,,,,,,,true,,Low,2026-03-03,"285 WEST STREET, Hyde Park, MA 02136",42.265116351451,-71.128077552763
P-179555,"Villar, Ilsa",,25 GAYHEAD STREET # 1,,Jamaica Plain,02130,(617) 652-1879,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-08-04,10,,,,,,,,,,,true,,Very Low,2026-03-03,"25 GAYHEAD STREET # 1, Jamaica Plain, MA 02130",42.324498740419,-71.104836679789
P-179609,"Mc Donald, Betty",,8 LESTON ST,,Mattapan,02126-1824,(617) 698-0170,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2007-02-02,8,,,,,,,,,,,true,,Very Low,2026-03-03,"8 LESTON ST, Mattapan, MA 02126-1824",42.283441846422,-71.089850817745
P-179641,"Martinez, Miledy",,92A WARD ST,,Roxbury,02120-1706,(617) 858-7342,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-11-16,8,,,,,,,,,,,true,,Very Low,2026-03-03,"92A WARD ST, Roxbury, MA 02120-1706",42.335167342925,-71.096390272409
P-179743,"Alzate Posada, Viviana",,"336 Meridian St, Apt 1",,East Boston,02128,(617) 867-3619,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-24,8,,,,,,,,,,,true,,Very Low,2026-03-03,"336 Meridian St, Apt 1, East Boston, MA 02128",42.378113453301,-71.039274397349
P-179763,"Penaloza, Madeline",,21B BLAKEVILLE ST.,,Dorchester,02121,(617) 506-8951,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-10-06,10,,,,,,,,,,,true,,Very Low,2026-03-03,"21B BLAKEVILLE ST., Dorchester, MA 02121",42.304263274543,-71.070592471826
P-179775,"Fernandez Ramos Jimenez, Nereida",,763 Beechmont St.,,Hyde Park,02136,(617) 751-8661,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2006-11-17,10,,,,,,,,,,,true,,Low,2026-03-03,"763 Beechmont St., Hyde Park, MA 02136",42.267843756554,-71.126210886031
P-179820,"Salazar, Eva",,55 Farrar Ave,,Boston,02136,(781) 510-1947,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2007-02-09,7,,,,,,,,,,,false,,Low,2026-03-03,"55 Farrar Ave, Boston, MA 02136",42.269233849683,-71.113053820248
P-179997,"Dominguez, Mirna",,73 AUSTIN ST,,Hyde Park,02136-1532,(617) 642-3425,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2007-05-18,10,,,,,,,,,,,true,,Low,2026-03-03,"73 AUSTIN ST, Hyde Park, MA 02136-1532",42.260912939189,-71.125770059134
P-180014,"Alvarado, Ramona W.",,56 Riverdale Street,Floor 1,Allston,02134,(978) 223-0788,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2007-06-01,6,,,,,,,,,,,true,,High,2026-03-03,"56 Riverdale Street, Allston, MA 02134",42.36210002918,-71.132649995325
P-180091,"Mateo, Lodys",,81 BUNKER HILL ST APT 1067,,Charlestown,02129-3156,617-416-1883,Metro Boston,Region 6,Family Child Care,Licensed,Expired,,Inactive,2007-08-16,6,,,,,,,,,,,false,,Moderate,2026-03-03,"81 BUNKER HILL ST APT 1067, Charlestown, MA 02129-3156",42.377612227931,-71.058423631744
P-180153,"Santana, Carmen",,26 Moreland st #1,,Roxbury,02119,(617) 840-0176,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2007-10-01,8,,,,,,,,,,,true,,Very Low,2026-03-03,"26 Moreland st #1, Roxbury, MA 02119",42.325452978086,-71.081335280013
P-180193,"Guerrero, Griselda",,126 GARFIELD AVE,,Hyde Park,02136,(857) 249-1697,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-07-16,6,,,,,,,,,,,true,,Low,2026-03-03,"126 GARFIELD AVE, Hyde Park, MA 02136",42.244759156844,-71.119123330388
P-180261,"Baez, Carmen",,100 Nightingale,Apt. 1,Dorchester,02124,(857) 241-0618,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2007-08-13,10,,,,,,,,,,,true,,Very Low,2026-03-03,"100 Nightingale, Dorchester, MA 02124",42.29489844986,-71.084450792912
P-180265,"Ortega, Clara",,2962 WASHINGTON ST # 8,,Roxbury,02119,(617) 983-0511,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2007-08-31,8,,,,,,,,,,,true,,Very Low,2026-03-03,"2962 WASHINGTON ST # 8, Roxbury, MA 02119",42.318039532374,-71.095980498175
P-180391,"Infante, Milagros",,21 FRAZER STREET,,Hyde Park,02136,(857) 406-6073,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2007-11-06,10,,,,,,,,,,,true,,Very Low,2026-03-03,"21 FRAZER STREET, Hyde Park, MA 02136",42.262993867313,-71.109969440375
P-180429,"Henry, Jacqueline",,36B FLORIAN ST,,Roslindale,02131,(617) 469-1710,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-03-20,8,,,,,,,,,,,true,,Moderate,2026-03-03,"36B FLORIAN ST, Roslindale, MA 02131",42.287705106988,-71.11732884647
P-180430,"Mintzes, Shira",,42 EMBASSY RD,,Brighton,02135,(617) 254-3468,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2007-08-30,6,,,,,,,,,,,true,,Moderate,2026-03-03,"42 EMBASSY RD, Brighton, MA 02135",42.341828565472,-71.155496228321
P-180439,"Alvarado, Ligia",,55 JOHNSTON ROAD # 1,,Dorchester,02124,(617) 506-0855,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2007-12-03,6,,,,,,,,,,,true,,Very Low,2026-03-03,"55 JOHNSTON ROAD # 1, Dorchester, MA 02124",42.287579891858,-71.092237604402
P-180472,"Castaing, Maria",,2920 WASHINGTON ST,,Roxbury,02119-1354,(617) 792-6889,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-10-12,6,,,,,,,,,,,true,,Very Low,2026-03-03,"2920 WASHINGTON ST, Roxbury, MA 02119-1354",42.318590830095,-71.09544222326
P-180509,"Barros, Isabel Andrade",,136 ERIE STREET,,Dorchester,02121,(617) 824-0228,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2008-01-25,8,,,,,,,,,,,true,,Very Low,2026-03-03,"136 ERIE STREET, Dorchester, MA 02121",42.301248386924,-71.082963387014
P-180518,"Williams, Dorothy",,8 Gaston Street,,Dorchester,02121,617-427-6865,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2008-02-27,10,,,,,,,,,,,true,,Very Low,2026-03-03,"8 Gaston Street, Dorchester, MA 02121",42.313656009712,-71.082939422121
P-180558,"Romero, Marisol",,783 Washington Street,,Dorchester,02124,(617) 704-1095,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-01-02,10,,,,,,,,,,,true,,Very Low,2026-03-03,"783 Washington Street, Dorchester, MA 02124",42.284289059175,-71.071644769872
P-180571,"Gonzalez, Angelly",,2 Maple Court Apt 4,,Dorchester,02121,(617) 427-1734,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-01-24,8,,,,,,,,,,,true,,Very Low,2026-03-03,"2 Maple Court Apt 4, Dorchester, MA 02121",42.308037453369,-71.08591980953
P-180594,"Feliz, Rosalba",,95 LENOX STREET #2,,South End,02118,(617) 427-0884,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-04-17,10,,,,,,,,,,,true,,Very Low,2026-03-03,"95 LENOX STREET #2, South End, MA 02118",42.337452330001,-71.082186428385
P-180606,"White, Stephanie",,103 WESTMINSTER STREET,,Hyde Park,02136,(617) 543-7514,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-06-25,10,,,,,,,,,,,true,,Very Low,2026-03-03,"103 WESTMINSTER STREET, Hyde Park, MA 02136",42.264265955194,-71.116613097319
P-180701,"Perez, Lillian",,35 DALRYMPLE ST # 2,,Jamaica Plain,02130,(857) 243-1085,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2008-03-17,10,,,,,,,,,,,true,,Moderate,2026-03-03,"35 DALRYMPLE ST # 2, Jamaica Plain, MA 02130",42.3159017109,-71.101920216753
P-180707,"Fernandez, Ana",,99 MOUNT HOPE ST # 1,,Roslindale,02131-3829,(617) 325-0934,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2008-03-06,10,,,,,,,,,,,true,,Low,2026-03-03,"99 MOUNT HOPE ST # 1, Roslindale, MA 02131-3829",42.282417693915,-71.115093651464
P-180735,"Diaz, Jeannette",,585 METROPOLITAN AVE #1,,Hyde Park,02136,(857) 333-9991,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-05-05,6,,,,,,,,,,,true,,Low,2026-03-03,"585 METROPOLITAN AVE #1, Hyde Park, MA 02136",42.266145864801,-71.118300467975
P-180771,"Robinson, Melissa",,84 Seaver Street,,Dorchester,02121,(857) 277-1251,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-06-12,8,,,,,,,,,,,true,,Low,2026-03-03,"84 Seaver Street, Dorchester, MA 02121",42.310910025154,-71.093000776841
P-180816,"Cabral, Kenia",,138 MINDEN STREET,,Jamaica Plain,02130,(617) 524-1348,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-07-30,6,,,,,,,,,,,true,,Very Low,2026-03-03,"138 MINDEN STREET, Jamaica Plain, MA 02130",42.325252812338,-71.106109145412
P-180853,"Denaud, Vanessa",,64 Radcliffe Road #1,,Hyde Park,02136,(617) 208-3179,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2021-10-25,10,,,,,,,,,,,true,,Low,2026-03-03,"64 Radcliffe Road #1, Hyde Park, MA 02136",42.266941360069,-71.105423108002
P-180929,"Mejia, Lucitania",,78 W 7TH STREET,,South Boston,02127,(617) 953-4030,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-08-20,6,,,,,,,,,,,false,,Very Low,2026-03-03,"78 W 7TH STREET, South Boston, MA 02127",42.3365968136,-71.054323384028
P-180984,"Belizaire, Jeannette",,23 WILMORE STREET #1,,Mattapan,02126,(857) 753-8975,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-11-10,8,,,,,,,,,,,true,,Very Low,2026-03-03,"23 WILMORE STREET #1, Mattapan, MA 02126",42.278220221012,-71.092900028024
P-180986,"Rodriguez, Daysi",,31 Almont St Apt. 2,,Mattapan,02126,(857) 258-6962,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-07-28,10,,,,,,,,,,,true,,Very Low,2026-03-03,"31 Almont St Apt. 2, Mattapan, MA 02126",42.275350218567,-71.095568236992
P-181185,"Otano Cabrera, Maria",,47 School Street #3,,Roxbury,02119,(617) 832-5917,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-10-14,10,,,,,,,,,,,true,,Very Low,2026-03-03,"47 School Street #3, Roxbury, MA 02119",42.313492531218,-71.097698129493
P-181218,"Fitzgerald, Hope",,38 HARVARD STREET,,Dorchester,02124,(617) 750-9035,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Inactive,2008-10-31,8,,,,,,,,,,,true,,Very Low,2026-03-03,"38 HARVARD STREET, Dorchester, MA 02124",42.298614822966,-71.075529585005
P-181232,"Rapalo de Coto, Reina",,31 GAY HEAD STREET # 2,,Jamaica Plain,02130,(617) 477-9958,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-11-17,10,,,,,,,,,,,true,,Very Low,2026-03-03,"31 GAY HEAD STREET # 2, Jamaica Plain, MA 02130",42.324541511745,-71.104833828365
P-181243,"Alvarez, Marcia",,256 NORTH BEACON ST #77,,Brighton,02135,(857) 236-3224,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-11-18,9,,,,,,,,,,,true,,Low,2026-03-03,"256 NORTH BEACON ST #77, Brighton, MA 02135",42.356780120977,-71.151752269172
P-181297,"Baez, Luz",,6 Keyston Street,,West Roxbury,02132,(857) 230-5814,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2008-10-06,8,,,,,,,,,,,true,,Moderate,2026-03-03,"6 Keyston Street, West Roxbury, MA 02132",42.271158980731,-71.164351418735
P-181394,"Cartolin, Rocio",,260 Lexington street Apt #1,,East Boston,02128,(781) 853-8148,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-01-22,10,,,,,,,,,,,true,,Very Low,2026-03-03,"260 Lexington street Apt #1, East Boston, MA 02128",42.380378744464,-71.030555944916
P-181405,"Mazo Blandon, Luz Janed",,9 WELD AVENUE #2,,Roxbury,02119,(617) 522-3101,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-02-23,6,,,,,,,,,,,true,,Very Low,2026-03-03,"9 WELD AVENUE #2, Roxbury, MA 02119",42.315130239536,-71.098011978957
P-181415,"Rayford, Dianne",,39 Stanley Street,,Dorchester,02125,(617) 416-7459,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Inactive,2009-01-21,10,,,,,,,,,,,false,,Very Low,2026-03-03,"39 Stanley Street, Dorchester, MA 02125",42.310445659557,-71.06899984671
P-181419,"Sanchez, Rachel",,28 BALFOUR STREET #3,,Dorchester,02125,857-654-8992,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-01-20,8,,,,,,,,,,,true,,Very Low,2026-03-03,"28 BALFOUR STREET #3, Dorchester, MA 02125",42.314481525007,-71.076358993851
P-181428,"Tafur, Juana",,23 WALK HILL STREET,,Jamaica Plain,02130,(617) 909-9189,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-01-26,10,,,,,,,,,,,false,,Moderate,2026-03-03,"23 WALK HILL STREET, Jamaica Plain, MA 02130",42.294701522963,-71.115576766709
P-181435,"Phillips, Melissa",,37 MORELAND STREET #2,,Roxbury,02119,(617) 427-5109,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-05-08,10,,,,,,,,,,,true,,Very Low,2026-03-03,"37 MORELAND STREET #2, Roxbury, MA 02119",42.325120645337,-71.081077359263
P-181484,"Matos, Jacquelin",,141 W BROADWAY #4077,,South Boston,02127,(617) 268-0451,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-01-20,8,,,,,,,,,,,false,,Very High,2026-03-03,"141 W BROADWAY #4077, South Boston, MA 02127",42.340707704593,-71.053917494333
P-181539,"Ortiz,Sandra",,1776 WASHINGTON STREET #3B,,Boston,02118,(617) 407-2928,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-03-23,10,,,,,,,,,,,true,,Low,2026-03-03,"1776 WASHINGTON STREET #3B, Boston, MA 02118",42.336072309298,-71.077421123824
P-181591,"Martinez, Yesenia",,38B ANNUNCIATION ROAD,,Roxbury,02120,(857) 370-2585,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-05-18,10,,,,,,,,,,,true,,Very Low,2026-03-03,"38B ANNUNCIATION ROAD, Roxbury, MA 02120",42.335480297448,-71.092740033247
P-181731,"Bannis, Flora",,75 BRENT STREET,,Dorchester,02124,(617) 407-8409,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-04-07,10,,,,,,,,,,,true,,Very Low,2026-03-03,"75 BRENT STREET, Dorchester, MA 02124",42.289866628444,-71.067262745423
P-181756,"Garcia Hernandez, Clara",,1540 COLUMBUS AVENUE #309,,Roxbury,02119,(617) 637-1675,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-07-22,6,,,,,,,,,,,true,,Very Low,2026-03-03,"1540 COLUMBUS AVENUE #309, Roxbury, MA 02119",42.323302204711,-71.098348237143
P-181854,"Lopez, Maria",,86-A BROOK STREET,,East Boston,02128,(857) 383-1194,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2009-08-19,10,,,,,,,,,,,true,,Very Low,2026-03-03,"86-A BROOK STREET, East Boston, MA 02128",42.377090121119,-71.033941378112
P-182088,"Ramirez, Fatima",,30 Woodruff Way,,Mattapan,02126,(857) 318-4017,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2022-07-27,8,,,,,,,,,,,true,,Very Low,2026-03-03,"30 Woodruff Way, Mattapan, MA 02126",42.276153363638,-71.081208905315
P-182158,"Richards, Karen",,9 GREENDALE RD # 2,,Mattapan,02126-1529,(617) 698-0078,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Inactive,2010-01-28,6,,,,,,,,,,,true,,Low,2026-03-03,"9 GREENDALE RD # 2, Mattapan, MA 02126-1529",42.285050489888,-71.093122889125
P-182181,"Lewis Miller, Prudence",,22 HARMON STREET,,Mattapan,02126,(617) 304-9205,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2010-06-29,10,,,,,,,,,,,true,,Very Low,2026-03-03,"22 HARMON STREET, Mattapan, MA 02126",42.27008431087,-71.101717117895
